,Quarter,Price,Change,House Price,GEN,RS
5756,2019/Q4,1.100 €,+10%,1,Neunkirchen,10043
5757,2020/Q1,1.050 €,-5%,1,Neunkirchen,10043
5758,2020/Q2,1.050 €,+0%,1,Neunkirchen,10043
5759,2020/Q3,1.050 €,+0%,1,Neunkirchen,10043
5760,2018/Q3,1.100 €,-,0,Neunkirchen,10043
5761,2018/Q4,1.100 €,+0%,0,Neunkirchen,10043
5762,2019/Q1,1.100 €,+0%,0,Neunkirchen,10043
5763,2019/Q2,1.150 €,+5%,0,Neunkirchen,10043
5764,2019/Q3,1.150 €,+0%,0,Neunkirchen,10043
5765,2019/Q4,1.200 €,+4%,0,Neunkirchen,10043
5766,2020/Q1,1.200 €,+0%,0,Neunkirchen,10043
5767,2020/Q2,1.150 €,-4%,0,Neunkirchen,10043
5768,2020/Q3,1.200 €,+4%,0,Neunkirchen,10043
5769,2018/Q3,1.450 €,-,1,Saarlouis,10044
5770,2018/Q4,1.450 €,+0%,1,Saarlouis,10044
5771,2019/Q1,1.450 €,+0%,1,Saarlouis,10044
5772,2019/Q2,1.450 €,+0%,1,Saarlouis,10044
5773,2019/Q3,1.550 €,+7%,1,Saarlouis,10044
5774,2019/Q4,1.500 €,-3%,1,Saarlouis,10044
5775,2020/Q1,1.450 €,-3%,1,Saarlouis,10044
5776,2020/Q2,1.450 €,+0%,1,Saarlouis,10044
5777,2020/Q3,1.450 €,+0%,1,Saarlouis,10044
5778,2018/Q3,1.800 €,-,0,Saarlouis,10044
5779,2018/Q4,1.850 €,+3%,0,Saarlouis,10044
5780,2019/Q1,1.900 €,+3%,0,Saarlouis,10044
5781,2019/Q2,1.950 €,+3%,0,Saarlouis,10044
5782,2019/Q3,1.950 €,+0%,0,Saarlouis,10044
5783,2019/Q4,2.150 €,+10%,0,Saarlouis,10044
5784,2020/Q1,2.150 €,+0%,0,Saarlouis,10044
5785,2020/Q2,1.950 €,-9%,0,Saarlouis,10044
5786,2020/Q3,2.000 €,+3%,0,Saarlouis,10044
5787,2018/Q3,1.100 €,-,1,Saarpfalz-Kreis,10045
5788,2018/Q4,1.100 €,+0%,1,Saarpfalz-Kreis,10045
5789,2019/Q1,1.050 €,-5%,1,Saarpfalz-Kreis,10045
5790,2019/Q2,1.050 €,+0%,1,Saarpfalz-Kreis,10045
5791,2019/Q3,1.100 €,+5%,1,Saarpfalz-Kreis,10045
5792,2019/Q4,1.150 €,+5%,1,Saarpfalz-Kreis,10045
5793,2020/Q1,1.100 €,-4%,1,Saarpfalz-Kreis,10045
5794,2020/Q2,1.050 €,-5%,1,Saarpfalz-Kreis,10045
5795,2020/Q3,1.100 €,+5%,1,Saarpfalz-Kreis,10045
5796,2018/Q3,1.200 €,-,0,Saarpfalz-Kreis,10045
5797,2018/Q4,1.200 €,+0%,0,Saarpfalz-Kreis,10045
5798,2019/Q1,1.200 €,+0%,0,Saarpfalz-Kreis,10045
5799,2019/Q2,1.200 €,+0%,0,Saarpfalz-Kreis,10045
5800,2019/Q3,1.300 €,+8%,0,Saarpfalz-Kreis,10045
5801,2019/Q4,1.250 €,-4%,0,Saarpfalz-Kreis,10045
5802,2020/Q1,1.250 €,+0%,0,Saarpfalz-Kreis,10045
5803,2020/Q2,1.300 €,+4%,0,Saarpfalz-Kreis,10045
5804,2020/Q3,1.300 €,+0%,0,Saarpfalz-Kreis,10045
5805,2018/Q3,900 €,-,1,St. Wendel,10046
5806,2018/Q4,900 €,+0%,1,St. Wendel,10046
5807,2019/Q1,850 €,-6%,1,St. Wendel,10046
5808,2019/Q2,900 €,+6%,1,St. Wendel,10046
5809,2019/Q3,950 €,+6%,1,St. Wendel,10046
5810,2019/Q4,900 €,-5%,1,St. Wendel,10046
5811,2020/Q1,900 €,+0%,1,St. Wendel,10046
5812,2020/Q2,900 €,+0%,1,St. Wendel,10046
5813,2020/Q3,1.000 €,+11%,1,St. Wendel,10046
5814,2018/Q3,1.500 €,-,0,St. Wendel,10046
5815,2018/Q4,1.500 €,+0%,0,St. Wendel,10046
5816,2019/Q1,1.450 €,-3%,0,St. Wendel,10046
5817,2019/Q2,1.450 €,+0%,0,St. Wendel,10046
5818,2019/Q3,1.500 €,+3%,0,St. Wendel,10046
5819,2019/Q4,1.500 €,+0%,0,St. Wendel,10046
5820,2020/Q1,1.500 €,+0%,0,St. Wendel,10046
5821,2020/Q2,1.450 €,-3%,0,St. Wendel,10046
5822,2020/Q3,1.500 €,+3%,0,St. Wendel,10046
5823,2018/Q3,3.550 €,-,1,Berlin,11000
5824,2018/Q4,3.550 €,+0%,1,Berlin,11000
5825,2019/Q1,3.650 €,+3%,1,Berlin,11000
5826,2019/Q2,3.750 €,+3%,1,Berlin,11000
5827,2019/Q3,3.750 €,+0%,1,Berlin,11000
5828,2019/Q4,3.850 €,+3%,1,Berlin,11000
5829,2020/Q1,3.950 €,+3%,1,Berlin,11000
5830,2020/Q2,4.000 €,+1%,1,Berlin,11000
5831,2020/Q3,4.150 €,+4%,1,Berlin,11000
5832,2018/Q3,3.800 €,-,0,Berlin,11000
5833,2018/Q4,3.900 €,+3%,0,Berlin,11000
5834,2019/Q1,4.000 €,+3%,0,Berlin,11000
5835,2019/Q2,4.100 €,+3%,0,Berlin,11000
5836,2019/Q3,4.200 €,+2%,0,Berlin,11000
5837,2019/Q4,4.350 €,+4%,0,Berlin,11000
5838,2020/Q1,4.400 €,+1%,0,Berlin,11000
5839,2020/Q2,4.500 €,+2%,0,Berlin,11000
5840,2020/Q3,4.600 €,+2%,0,Berlin,11000
5841,2018/Q3,1.650 €,-,1,Brandenburg an der Havel,12051
5842,2018/Q4,1.650 €,+0%,1,Brandenburg an der Havel,12051
5843,2019/Q1,1.650 €,+0%,1,Brandenburg an der Havel,12051
5844,2019/Q2,1.700 €,+3%,1,Brandenburg an der Havel,12051
5845,2019/Q3,1.600 €,-6%,1,Brandenburg an der Havel,12051
5846,2019/Q4,1.550 €,-3%,1,Brandenburg an der Havel,12051
5847,2020/Q1,1.550 €,+0%,1,Brandenburg an der Havel,12051
5848,2020/Q2,1.600 €,+3%,1,Brandenburg an der Havel,12051
5849,2020/Q3,1.600 €,+0%,1,Brandenburg an der Havel,12051
5850,2018/Q3,1.400 €,-,0,Brandenburg an der Havel,12051
5851,2018/Q4,1.400 €,+0%,0,Brandenburg an der Havel,12051
5852,2019/Q1,1.400 €,+0%,0,Brandenburg an der Havel,12051
5853,2019/Q2,1.400 €,+0%,0,Brandenburg an der Havel,12051
5854,2019/Q3,1.350 €,-4%,0,Brandenburg an der Havel,12051
5855,2019/Q4,1.650 €,+22%,0,Brandenburg an der Havel,12051
5856,2020/Q1,1.650 €,+0%,0,Brandenburg an der Havel,12051
5857,2020/Q2,1.700 €,+3%,0,Brandenburg an der Havel,12051
5858,2020/Q3,1.750 €,+3%,0,Brandenburg an der Havel,12051
5859,2018/Q3,1.500 €,-,1,Cottbus,12052
5860,2018/Q4,1.450 €,-3%,1,Cottbus,12052
5861,2019/Q1,1.550 €,+7%,1,Cottbus,12052
5862,2019/Q2,1.550 €,+0%,1,Cottbus,12052
5863,2019/Q3,1.500 €,-3%,1,Cottbus,12052
5864,2019/Q4,1.500 €,+0%,1,Cottbus,12052
5865,2020/Q1,1.550 €,+3%,1,Cottbus,12052
5866,2020/Q2,1.550 €,+0%,1,Cottbus,12052
5867,2020/Q3,1.550 €,+0%,1,Cottbus,12052
5868,2018/Q3,1.000 €,-,0,Cottbus,12052
5869,2018/Q4,1.050 €,+5%,0,Cottbus,12052
5870,2019/Q1,1.050 €,+0%,0,Cottbus,12052
5871,2019/Q2,1.050 €,+0%,0,Cottbus,12052
5872,2019/Q3,1.150 €,+10%,0,Cottbus,12052
5873,2019/Q4,1.150 €,+0%,0,Cottbus,12052
5874,2020/Q1,1.150 €,+0%,0,Cottbus,12052
5875,2020/Q2,1.150 €,+0%,0,Cottbus,12052
5876,2020/Q3,1.150 €,+0%,0,Cottbus,12052
5877,2018/Q3,1.300 €,-,1,Frankfurt (Oder),12053
5878,2018/Q4,1.300 €,+0%,1,Frankfurt (Oder),12053
5879,2019/Q1,1.350 €,+4%,1,Frankfurt (Oder),12053
5880,2019/Q2,1.350 €,+0%,1,Frankfurt (Oder),12053
5881,2019/Q3,1.350 €,+0%,1,Frankfurt (Oder),12053
5882,2019/Q4,1.400 €,+4%,1,Frankfurt (Oder),12053
5883,2020/Q1,1.450 €,+4%,1,Frankfurt (Oder),12053
5884,2020/Q2,1.450 €,+0%,1,Frankfurt (Oder),12053
5885,2020/Q3,1.450 €,+0%,1,Frankfurt (Oder),12053
5886,2018/Q3,1.350 €,-,0,Frankfurt (Oder),12053
5887,2018/Q4,1.350 €,+0%,0,Frankfurt (Oder),12053
5888,2019/Q1,1.350 €,+0%,0,Frankfurt (Oder),12053
5889,2019/Q2,1.400 €,+4%,0,Frankfurt (Oder),12053
5890,2019/Q3,1.300 €,-7%,0,Frankfurt (Oder),12053
5891,2019/Q4,1.450 €,+12%,0,Frankfurt (Oder),12053
5892,2020/Q1,1.500 €,+3%,0,Frankfurt (Oder),12053
5893,2020/Q2,1.550 €,+3%,0,Frankfurt (Oder),12053
5894,2020/Q3,1.550 €,+0%,0,Frankfurt (Oder),12053
5895,2018/Q3,3.400 €,-,1,Potsdam,12054
5896,2018/Q4,3.450 €,+1%,1,Potsdam,12054
5897,2019/Q1,3.600 €,+4%,1,Potsdam,12054
5898,2019/Q2,3.700 €,+3%,1,Potsdam,12054
5899,2019/Q3,3.700 €,+0%,1,Potsdam,12054
5900,2019/Q4,3.800 €,+3%,1,Potsdam,12054
5901,2020/Q1,3.850 €,+1%,1,Potsdam,12054
5902,2020/Q2,4.050 €,+5%,1,Potsdam,12054
5903,2020/Q3,4.250 €,+5%,1,Potsdam,12054
5904,2018/Q3,3.250 €,-,0,Potsdam,12054
5905,2018/Q4,3.300 €,+2%,0,Potsdam,12054
5906,2019/Q1,3.350 €,+2%,0,Potsdam,12054
5907,2019/Q2,3.400 €,+1%,0,Potsdam,12054
5908,2019/Q3,3.450 €,+1%,0,Potsdam,12054
5909,2019/Q4,3.600 €,+4%,0,Potsdam,12054
5910,2020/Q1,3.700 €,+3%,0,Potsdam,12054
5911,2020/Q2,3.800 €,+3%,0,Potsdam,12054
5912,2020/Q3,3.950 €,+4%,0,Potsdam,12054
5913,2018/Q3,1.400 €,-,1,Barnim,12060
5914,2018/Q4,1.350 €,-4%,1,Barnim,12060
5915,2019/Q1,1.350 €,+0%,1,Barnim,12060
5916,2019/Q2,1.400 €,+4%,1,Barnim,12060
5917,2019/Q3,1.350 €,-4%,1,Barnim,12060
5918,2019/Q4,1.550 €,+15%,1,Barnim,12060
5919,2020/Q1,1.700 €,+10%,1,Barnim,12060
5920,2020/Q2,1.700 €,+0%,1,Barnim,12060
5921,2020/Q3,1.750 €,+3%,1,Barnim,12060
5922,2018/Q3,1.400 €,-,0,Barnim,12060
5923,2018/Q4,1.400 €,+0%,0,Barnim,12060
5924,2019/Q1,1.500 €,+7%,0,Barnim,12060
5925,2019/Q2,1.500 €,+0%,0,Barnim,12060
5926,2019/Q3,1.450 €,-3%,0,Barnim,12060
5927,2019/Q4,1.400 €,-3%,0,Barnim,12060
5928,2020/Q1,1.400 €,+0%,0,Barnim,12060
5929,2020/Q2,1.450 €,+4%,0,Barnim,12060
5930,2020/Q3,1.450 €,+0%,0,Barnim,12060
5931,2018/Q3,750 €,-,1,Dahme-Spreewald,12061
5932,2018/Q4,750 €,+0%,1,Dahme-Spreewald,12061
5933,2019/Q1,800 €,+7%,1,Dahme-Spreewald,12061
5934,2019/Q2,750 €,-6%,1,Dahme-Spreewald,12061
5935,2019/Q3,800 €,+7%,1,Dahme-Spreewald,12061
5936,2019/Q4,900 €,+13%,1,Dahme-Spreewald,12061
5937,2020/Q1,950 €,+6%,1,Dahme-Spreewald,12061
5938,2020/Q2,1.000 €,+5%,1,Dahme-Spreewald,12061
5939,2020/Q3,1.000 €,+0%,1,Dahme-Spreewald,12061
5940,2018/Q3,1.250 €,-,0,Dahme-Spreewald,12061
5941,2018/Q4,1.250 €,+0%,0,Dahme-Spreewald,12061
5942,2019/Q1,1.350 €,+8%,0,Dahme-Spreewald,12061
5943,2019/Q2,1.400 €,+4%,0,Dahme-Spreewald,12061
5944,2019/Q3,1.500 €,+7%,0,Dahme-Spreewald,12061
5945,2019/Q4,1.450 €,-3%,0,Dahme-Spreewald,12061
5946,2020/Q1,1.450 €,+0%,0,Dahme-Spreewald,12061
5947,2020/Q2,1.450 €,+0%,0,Dahme-Spreewald,12061
5948,2020/Q3,1.450 €,+0%,0,Dahme-Spreewald,12061
5949,2018/Q3,600 €,-,1,Elbe-Elster,12062
5950,2018/Q4,600 €,+0%,1,Elbe-Elster,12062
5951,2019/Q1,650 €,+8%,1,Elbe-Elster,12062
5952,2019/Q2,650 €,+0%,1,Elbe-Elster,12062
5953,2019/Q3,650 €,+0%,1,Elbe-Elster,12062
5954,2019/Q4,700 €,+8%,1,Elbe-Elster,12062
5955,2020/Q1,700 €,+0%,1,Elbe-Elster,12062
5956,2020/Q2,700 €,+0%,1,Elbe-Elster,12062
5957,2020/Q3,700 €,+0%,1,Elbe-Elster,12062
5958,2018/Q3,650 €,-,0,Elbe-Elster,12062
5959,2018/Q4,650 €,+0%,0,Elbe-Elster,12062
5960,2019/Q1,650 €,+0%,0,Elbe-Elster,12062
5961,2019/Q2,650 €,+0%,0,Elbe-Elster,12062
5962,2019/Q3,650 €,+0%,0,Elbe-Elster,12062
5963,2019/Q4,650 €,+0%,0,Elbe-Elster,12062
5964,2020/Q1,700 €,+8%,0,Elbe-Elster,12062
5965,2020/Q2,700 €,+0%,0,Elbe-Elster,12062
5966,2020/Q3,700 €,+0%,0,Elbe-Elster,12062
5967,2018/Q3,1.150 €,-,1,Havelland,12063
5968,2018/Q4,1.100 €,-4%,1,Havelland,12063
5969,2019/Q1,1.050 €,-5%,1,Havelland,12063
5970,2019/Q2,1.050 €,+0%,1,Havelland,12063
5971,2019/Q3,1.200 €,+14%,1,Havelland,12063
5972,2019/Q4,1.250 €,+4%,1,Havelland,12063
5973,2020/Q1,1.150 €,-8%,1,Havelland,12063
5974,2020/Q2,1.250 €,+9%,1,Havelland,12063
5975,2020/Q3,1.300 €,+4%,1,Havelland,12063
5976,2018/Q3,1.400 €,-,0,Havelland,12063
5977,2018/Q4,1.350 €,-4%,0,Havelland,12063
5978,2019/Q1,1.400 €,+4%,0,Havelland,12063
5979,2019/Q2,1.400 €,+0%,0,Havelland,12063
5980,2019/Q3,1.300 €,-7%,0,Havelland,12063
5981,2019/Q4,1.350 €,+4%,0,Havelland,12063
5982,2020/Q1,1.350 €,+0%,0,Havelland,12063
5983,2020/Q2,1.350 €,+0%,0,Havelland,12063
5984,2020/Q3,1.350 €,+0%,0,Havelland,12063
5985,2018/Q3,2.000 €,-,1,Märkisch-Oderland,12064
5986,2018/Q4,1.900 €,-5%,1,Märkisch-Oderland,12064
5987,2019/Q1,2.100 €,+11%,1,Märkisch-Oderland,12064
5988,2019/Q2,2.400 €,+14%,1,Märkisch-Oderland,12064
5989,2019/Q3,2.100 €,-13%,1,Märkisch-Oderland,12064
5990,2019/Q4,2.250 €,+7%,1,Märkisch-Oderland,12064
5991,2020/Q1,2.250 €,+0%,1,Märkisch-Oderland,12064
5992,2020/Q2,2.250 €,+0%,1,Märkisch-Oderland,12064
5993,2020/Q3,2.400 €,+7%,1,Märkisch-Oderland,12064
5994,2020/Q1,1.650 €,-,0,Märkisch-Oderland,12064
5995,2020/Q2,1.650 €,+0%,0,Märkisch-Oderland,12064
5996,2020/Q3,1.650 €,+0%,0,Märkisch-Oderland,12064
5997,2018/Q3,2.250 €,-,1,Oberhavel,12065
5998,2018/Q4,2.150 €,-4%,1,Oberhavel,12065
5999,2019/Q1,2.200 €,+2%,1,Oberhavel,12065
6000,2019/Q2,2.300 €,+5%,1,Oberhavel,12065
6001,2019/Q3,2.300 €,+0%,1,Oberhavel,12065
6002,2019/Q4,2.400 €,+4%,1,Oberhavel,12065
6003,2020/Q1,2.550 €,+6%,1,Oberhavel,12065
6004,2020/Q2,2.600 €,+2%,1,Oberhavel,12065
6005,2020/Q3,2.650 €,+2%,1,Oberhavel,12065
6006,2018/Q3,2.000 €,-,0,Oberhavel,12065
6007,2018/Q4,2.000 €,+0%,0,Oberhavel,12065
6008,2019/Q1,2.150 €,+8%,0,Oberhavel,12065
6009,2019/Q2,2.050 €,-5%,0,Oberhavel,12065
6010,2019/Q3,1.950 €,-5%,0,Oberhavel,12065
6011,2019/Q4,2.200 €,+13%,0,Oberhavel,12065
6012,2020/Q1,2.300 €,+5%,0,Oberhavel,12065
6013,2020/Q2,2.350 €,+2%,0,Oberhavel,12065
6014,2020/Q3,2.350 €,+0%,0,Oberhavel,12065
6015,2018/Q3,850 €,-,1,Oberspreewald-Lausitz,12066
6016,2018/Q4,800 €,-6%,1,Oberspreewald-Lausitz,12066
6017,2019/Q1,800 €,+0%,1,Oberspreewald-Lausitz,12066
6018,2019/Q2,850 €,+6%,1,Oberspreewald-Lausitz,12066
6019,2019/Q3,850 €,+0%,1,Oberspreewald-Lausitz,12066
6020,2019/Q4,900 €,+6%,1,Oberspreewald-Lausitz,12066
6021,2020/Q1,900 €,+0%,1,Oberspreewald-Lausitz,12066
6022,2020/Q2,900 €,+0%,1,Oberspreewald-Lausitz,12066
6023,2020/Q3,950 €,+6%,1,Oberspreewald-Lausitz,12066
6024,2018/Q3,750 €,-,0,Oberspreewald-Lausitz,12066
6025,2018/Q4,750 €,+0%,0,Oberspreewald-Lausitz,12066
6026,2019/Q1,750 €,+0%,0,Oberspreewald-Lausitz,12066
6027,2019/Q2,750 €,+0%,0,Oberspreewald-Lausitz,12066
6028,2019/Q3,750 €,+0%,0,Oberspreewald-Lausitz,12066
6029,2019/Q4,800 €,+7%,0,Oberspreewald-Lausitz,12066
6030,2020/Q1,800 €,+0%,0,Oberspreewald-Lausitz,12066
6031,2020/Q2,800 €,+0%,0,Oberspreewald-Lausitz,12066
6032,2020/Q3,800 €,+0%,0,Oberspreewald-Lausitz,12066
6033,2018/Q3,1.500 €,-,1,Oder-Spree,12067
6034,2018/Q4,1.450 €,-3%,1,Oder-Spree,12067
6035,2019/Q1,1.550 €,+7%,1,Oder-Spree,12067
6036,2019/Q2,1.550 €,+0%,1,Oder-Spree,12067
6037,2019/Q3,1.550 €,+0%,1,Oder-Spree,12067
6038,2019/Q4,1.800 €,+16%,1,Oder-Spree,12067
6039,2020/Q1,1.800 €,+0%,1,Oder-Spree,12067
6040,2020/Q2,1.850 €,+3%,1,Oder-Spree,12067
6041,2020/Q3,1.800 €,-3%,1,Oder-Spree,12067
6042,2018/Q3,1.400 €,-,0,Oder-Spree,12067
6043,2018/Q4,1.400 €,+0%,0,Oder-Spree,12067
6044,2019/Q1,1.450 €,+4%,0,Oder-Spree,12067
6045,2019/Q2,1.450 €,+0%,0,Oder-Spree,12067
6046,2019/Q3,1.450 €,+0%,0,Oder-Spree,12067
6047,2019/Q4,1.550 €,+7%,0,Oder-Spree,12067
6048,2020/Q1,1.550 €,+0%,0,Oder-Spree,12067
6049,2020/Q2,1.650 €,+6%,0,Oder-Spree,12067
6050,2020/Q3,1.600 €,-3%,0,Oder-Spree,12067
6051,2018/Q3,1.500 €,-,1,Ostprignitz-Ruppin,12068
6052,2018/Q4,1.500 €,+0%,1,Ostprignitz-Ruppin,12068
6053,2019/Q1,1.550 €,+3%,1,Ostprignitz-Ruppin,12068
6054,2019/Q2,1.550 €,+0%,1,Ostprignitz-Ruppin,12068
6055,2019/Q3,1.550 €,+0%,1,Ostprignitz-Ruppin,12068
6056,2019/Q4,1.500 €,-3%,1,Ostprignitz-Ruppin,12068
6057,2020/Q1,1.500 €,+0%,1,Ostprignitz-Ruppin,12068
6058,2020/Q2,1.500 €,+0%,1,Ostprignitz-Ruppin,12068
6059,2020/Q3,1.500 €,+0%,1,Ostprignitz-Ruppin,12068
6060,2018/Q3,1.650 €,-,0,Ostprignitz-Ruppin,12068
6061,2018/Q4,1.650 €,+0%,0,Ostprignitz-Ruppin,12068
6062,2019/Q1,1.650 €,+0%,0,Ostprignitz-Ruppin,12068
6063,2019/Q2,1.650 €,+0%,0,Ostprignitz-Ruppin,12068
6064,2019/Q3,1.550 €,-6%,0,Ostprignitz-Ruppin,12068
6065,2019/Q4,1.800 €,+16%,0,Ostprignitz-Ruppin,12068
6066,2020/Q1,1.900 €,+6%,0,Ostprignitz-Ruppin,12068
6067,2020/Q2,2.000 €,+5%,0,Ostprignitz-Ruppin,12068
6068,2020/Q3,2.050 €,+3%,0,Ostprignitz-Ruppin,12068
6069,2018/Q3,1.750 €,-,1,Potsdam-Mittelmark,12069
6070,2018/Q4,1.700 €,-3%,1,Potsdam-Mittelmark,12069
6071,2019/Q1,1.850 €,+9%,1,Potsdam-Mittelmark,12069
6072,2019/Q2,1.900 €,+3%,1,Potsdam-Mittelmark,12069
6073,2019/Q3,1.950 €,+3%,1,Potsdam-Mittelmark,12069
6074,2019/Q4,2.050 €,+5%,1,Potsdam-Mittelmark,12069
6075,2020/Q1,2.100 €,+2%,1,Potsdam-Mittelmark,12069
6076,2020/Q2,2.100 €,+0%,1,Potsdam-Mittelmark,12069
6077,2020/Q3,2.200 €,+5%,1,Potsdam-Mittelmark,12069
6078,2018/Q3,1.550 €,-,0,Potsdam-Mittelmark,12069
6079,2018/Q4,1.550 €,+0%,0,Potsdam-Mittelmark,12069
6080,2019/Q1,1.700 €,+10%,0,Potsdam-Mittelmark,12069
6081,2019/Q2,1.650 €,-3%,0,Potsdam-Mittelmark,12069
6082,2019/Q3,1.550 €,-6%,0,Potsdam-Mittelmark,12069
6083,2019/Q4,1.800 €,+16%,0,Potsdam-Mittelmark,12069
6084,2020/Q1,1.850 €,+3%,0,Potsdam-Mittelmark,12069
6085,2020/Q2,1.850 €,+0%,0,Potsdam-Mittelmark,12069
6086,2020/Q3,1.850 €,+0%,0,Potsdam-Mittelmark,12069
6087,2018/Q3,650 €,-,1,Prignitz,12070
6088,2018/Q4,600 €,-8%,1,Prignitz,12070
6089,2019/Q1,750 €,+25%,1,Prignitz,12070
6090,2019/Q2,750 €,+0%,1,Prignitz,12070
6091,2019/Q3,700 €,-7%,1,Prignitz,12070
6092,2019/Q4,700 €,+0%,1,Prignitz,12070
6093,2020/Q1,800 €,+14%,1,Prignitz,12070
6094,2020/Q2,750 €,-6%,1,Prignitz,12070
6095,2020/Q3,750 €,+0%,1,Prignitz,12070
6096,2018/Q3,1.150 €,-,0,Prignitz,12070
6097,2018/Q4,1.150 €,+0%,0,Prignitz,12070
6098,2019/Q1,1.300 €,+13%,0,Prignitz,12070
6099,2019/Q2,1.300 €,+0%,0,Prignitz,12070
6100,2019/Q3,1.050 €,-19%,0,Prignitz,12070
6101,2019/Q4,950 €,-10%,0,Prignitz,12070
6102,2020/Q1,950 €,+0%,0,Prignitz,12070
6103,2020/Q2,900 €,-5%,0,Prignitz,12070
6104,2020/Q3,850 €,-6%,0,Prignitz,12070
6105,2018/Q3,2.200 €,-,1,Spree-Neiße,12071
6106,2018/Q4,2.300 €,+5%,1,Spree-Neiße,12071
6107,2019/Q1,2.350 €,+2%,1,Spree-Neiße,12071
6108,2019/Q2,2.350 €,+0%,1,Spree-Neiße,12071
6109,2019/Q3,2.400 €,+2%,1,Spree-Neiße,12071
6110,2019/Q4,2.600 €,+8%,1,Spree-Neiße,12071
6111,2020/Q1,2.600 €,+0%,1,Spree-Neiße,12071
6112,2020/Q2,2.550 €,-2%,1,Spree-Neiße,12071
6113,2020/Q3,2.500 €,-2%,1,Spree-Neiße,12071
6114,2018/Q3,2.850 €,-,0,Spree-Neiße,12071
6115,2018/Q4,2.850 €,+0%,0,Spree-Neiße,12071
6116,2019/Q1,2.850 €,+0%,0,Spree-Neiße,12071
6117,2019/Q2,2.900 €,+2%,0,Spree-Neiße,12071
6118,2019/Q3,2.800 €,-3%,0,Spree-Neiße,12071
6119,2019/Q4,2.950 €,+5%,0,Spree-Neiße,12071
6120,2020/Q1,3.100 €,+5%,0,Spree-Neiße,12071
6121,2020/Q2,3.250 €,+5%,0,Spree-Neiße,12071
6122,2020/Q3,3.050 €,-6%,0,Spree-Neiße,12071
6123,2018/Q3,2.350 €,-,1,Teltow-Fläming,12072
6124,2018/Q4,2.450 €,+4%,1,Teltow-Fläming,12072
6125,2019/Q1,2.550 €,+4%,1,Teltow-Fläming,12072
6126,2019/Q2,2.600 €,+2%,1,Teltow-Fläming,12072
6127,2019/Q3,2.550 €,-2%,1,Teltow-Fläming,12072
6128,2019/Q4,2.600 €,+2%,1,Teltow-Fläming,12072
6129,2020/Q1,2.650 €,+2%,1,Teltow-Fläming,12072
6130,2020/Q2,2.750 €,+4%,1,Teltow-Fläming,12072
6131,2020/Q3,3.050 €,+11%,1,Teltow-Fläming,12072
6132,2018/Q3,1.900 €,-,0,Teltow-Fläming,12072
6133,2018/Q4,1.900 €,+0%,0,Teltow-Fläming,12072
6134,2019/Q1,1.950 €,+3%,0,Teltow-Fläming,12072
6135,2019/Q2,2.150 €,+10%,0,Teltow-Fläming,12072
6136,2019/Q3,2.150 €,+0%,0,Teltow-Fläming,12072
6137,2019/Q4,2.300 €,+7%,0,Teltow-Fläming,12072
6138,2020/Q1,2.300 €,+0%,0,Teltow-Fläming,12072
6139,2020/Q2,2.300 €,+0%,0,Teltow-Fläming,12072
6140,2020/Q3,2.350 €,+2%,0,Teltow-Fläming,12072
6141,2018/Q3,1.000 €,-,1,Uckermark,12073
6142,2018/Q4,950 €,-5%,1,Uckermark,12073
6143,2019/Q1,1.050 €,+11%,1,Uckermark,12073
6144,2019/Q2,1.150 €,+10%,1,Uckermark,12073
6145,2019/Q3,1.150 €,+0%,1,Uckermark,12073
6146,2019/Q4,1.200 €,+4%,1,Uckermark,12073
6147,2020/Q1,1.250 €,+4%,1,Uckermark,12073
6148,2020/Q2,1.250 €,+0%,1,Uckermark,12073
6149,2020/Q3,1.300 €,+4%,1,Uckermark,12073
6150,2018/Q3,1.000 €,-,0,Uckermark,12073
6151,2018/Q4,1.000 €,+0%,0,Uckermark,12073
6152,2019/Q1,1.150 €,+15%,0,Uckermark,12073
6153,2019/Q2,1.150 €,+0%,0,Uckermark,12073
6154,2019/Q3,950 €,-17%,0,Uckermark,12073
6155,2019/Q4,1.100 €,+16%,0,Uckermark,12073
6156,2020/Q1,1.150 €,+5%,0,Uckermark,12073
6157,2020/Q2,1.100 €,-4%,0,Uckermark,12073
6158,2020/Q3,1.050 €,-5%,0,Uckermark,12073
6159,2018/Q3,2.650 €,-,1,Rostock,13003
6160,2018/Q4,2.650 €,+0%,1,Rostock,13003
6161,2019/Q1,2.750 €,+4%,1,Rostock,13003
6162,2019/Q2,2.750 €,+0%,1,Rostock,13003
6163,2019/Q3,2.800 €,+2%,1,Rostock,13003
6164,2019/Q4,2.950 €,+5%,1,Rostock,13003
6165,2020/Q1,2.950 €,+0%,1,Rostock,13003
6166,2020/Q2,3.000 €,+2%,1,Rostock,13003
6167,2020/Q3,3.050 €,+2%,1,Rostock,13003
6168,2018/Q3,2.300 €,-,0,Rostock,13003
6169,2018/Q4,2.350 €,+2%,0,Rostock,13003
6170,2019/Q1,2.400 €,+2%,0,Rostock,13003
6171,2019/Q2,2.400 €,+0%,0,Rostock,13003
6172,2019/Q3,2.300 €,-4%,0,Rostock,13003
6173,2019/Q4,2.350 €,+2%,0,Rostock,13003
6174,2020/Q1,2.400 €,+2%,0,Rostock,13003
6175,2020/Q2,2.450 €,+2%,0,Rostock,13003
6176,2020/Q3,2.550 €,+4%,0,Rostock,13003
6177,2018/Q3,1.850 €,-,1,Schwerin,13004
