,Quarter,Price,Change,House Price,GEN,RS
0,2018/Q3,2.050 €,-,1,Flensburg,01001
1,2018/Q4,2.100 €,+2%,1,Flensburg,01001
2,2019/Q1,2.050 €,-2%,1,Flensburg,01001
3,2019/Q2,2.100 €,+2%,1,Flensburg,01001
4,2019/Q3,2.100 €,+0%,1,Flensburg,01001
5,2019/Q4,2.200 €,+5%,1,Flensburg,01001
6,2020/Q1,2.250 €,+2%,1,Flensburg,01001
7,2020/Q2,2.250 €,+0%,1,Flensburg,01001
8,2020/Q3,2.300 €,+2%,1,Flensburg,01001
9,2018/Q3,1.550 €,-,0,Flensburg,01001
10,2018/Q4,1.600 €,+3%,0,Flensburg,01001
11,2019/Q1,1.650 €,+3%,0,Flensburg,01001
12,2019/Q2,1.650 €,+0%,0,Flensburg,01001
13,2019/Q3,1.700 €,+3%,0,Flensburg,01001
14,2019/Q4,1.850 €,+9%,0,Flensburg,01001
15,2020/Q1,1.950 €,+5%,0,Flensburg,01001
16,2020/Q2,2.000 €,+3%,0,Flensburg,01001
17,2020/Q3,2.000 €,+0%,0,Flensburg,01001
18,2018/Q3,2.350 €,-,1,Kiel,01002
19,2018/Q4,2.350 €,+0%,1,Kiel,01002
20,2019/Q1,2.350 €,+0%,1,Kiel,01002
21,2019/Q2,2.400 €,+2%,1,Kiel,01002
22,2019/Q3,2.400 €,+0%,1,Kiel,01002
23,2019/Q4,2.450 €,+2%,1,Kiel,01002
24,2020/Q1,2.450 €,+0%,1,Kiel,01002
25,2020/Q2,2.600 €,+6%,1,Kiel,01002
26,2020/Q3,2.700 €,+4%,1,Kiel,01002
27,2018/Q3,2.300 €,-,0,Kiel,01002
28,2018/Q4,2.350 €,+2%,0,Kiel,01002
29,2019/Q1,2.350 €,+0%,0,Kiel,01002
30,2019/Q2,2.400 €,+2%,0,Kiel,01002
31,2019/Q3,2.450 €,+2%,0,Kiel,01002
32,2019/Q4,2.500 €,+2%,0,Kiel,01002
33,2020/Q1,2.600 €,+4%,0,Kiel,01002
34,2020/Q2,2.700 €,+4%,0,Kiel,01002
35,2020/Q3,2.750 €,+2%,0,Kiel,01002
36,2018/Q3,2.150 €,-,1,Lübeck,01003
37,2018/Q4,2.200 €,+2%,1,Lübeck,01003
38,2019/Q1,2.150 €,-2%,1,Lübeck,01003
39,2019/Q2,2.200 €,+2%,1,Lübeck,01003
40,2019/Q3,2.250 €,+2%,1,Lübeck,01003
41,2019/Q4,2.300 €,+2%,1,Lübeck,01003
42,2020/Q1,2.300 €,+0%,1,Lübeck,01003
43,2020/Q2,2.450 €,+7%,1,Lübeck,01003
44,2020/Q3,2.500 €,+2%,1,Lübeck,01003
45,2018/Q3,2.150 €,-,0,Lübeck,01003
46,2018/Q4,2.150 €,+0%,0,Lübeck,01003
47,2019/Q1,2.150 €,+0%,0,Lübeck,01003
48,2019/Q2,2.200 €,+2%,0,Lübeck,01003
49,2019/Q3,2.150 €,-2%,0,Lübeck,01003
50,2019/Q4,2.350 €,+9%,0,Lübeck,01003
51,2020/Q1,2.350 €,+0%,0,Lübeck,01003
52,2020/Q2,2.400 €,+2%,0,Lübeck,01003
53,2020/Q3,2.450 €,+2%,0,Lübeck,01003
54,2018/Q3,1.700 €,-,1,Neumünster,01004
55,2018/Q4,1.650 €,-3%,1,Neumünster,01004
56,2019/Q1,1.650 €,+0%,1,Neumünster,01004
57,2019/Q2,1.700 €,+3%,1,Neumünster,01004
58,2019/Q3,1.700 €,+0%,1,Neumünster,01004
59,2019/Q4,1.800 €,+6%,1,Neumünster,01004
60,2020/Q1,1.850 €,+3%,1,Neumünster,01004
61,2020/Q2,1.900 €,+3%,1,Neumünster,01004
62,2020/Q3,1.900 €,+0%,1,Neumünster,01004
63,2018/Q3,1.150 €,-,0,Neumünster,01004
64,2018/Q4,1.150 €,+0%,0,Neumünster,01004
65,2019/Q1,1.150 €,+0%,0,Neumünster,01004
66,2019/Q2,1.150 €,+0%,0,Neumünster,01004
67,2019/Q3,1.250 €,+9%,0,Neumünster,01004
68,2019/Q4,1.350 €,+8%,0,Neumünster,01004
69,2020/Q1,1.400 €,+4%,0,Neumünster,01004
70,2020/Q2,1.450 €,+4%,0,Neumünster,01004
71,2020/Q3,1.500 €,+3%,0,Neumünster,01004
72,2018/Q3,1.150 €,-,1,Dithmarschen,01051
73,2018/Q4,1.150 €,+0%,1,Dithmarschen,01051
74,2019/Q1,1.200 €,+4%,1,Dithmarschen,01051
75,2019/Q2,1.200 €,+0%,1,Dithmarschen,01051
76,2019/Q3,1.250 €,+4%,1,Dithmarschen,01051
77,2019/Q4,1.300 €,+4%,1,Dithmarschen,01051
78,2020/Q1,1.350 €,+4%,1,Dithmarschen,01051
79,2020/Q2,1.400 €,+4%,1,Dithmarschen,01051
80,2020/Q3,1.450 €,+4%,1,Dithmarschen,01051
81,2018/Q3,1.250 €,-,0,Dithmarschen,01051
82,2018/Q4,1.250 €,+0%,0,Dithmarschen,01051
83,2019/Q1,1.200 €,-4%,0,Dithmarschen,01051
84,2019/Q2,1.200 €,+0%,0,Dithmarschen,01051
85,2019/Q3,1.300 €,+8%,0,Dithmarschen,01051
86,2019/Q4,1.300 €,+0%,0,Dithmarschen,01051
87,2020/Q1,1.350 €,+4%,0,Dithmarschen,01051
88,2020/Q2,1.400 €,+4%,0,Dithmarschen,01051
89,2020/Q3,1.450 €,+4%,0,Dithmarschen,01051
90,2018/Q3,1.800 €,-,1,Herzogtum Lauenburg,01053
91,2018/Q4,1.800 €,+0%,1,Herzogtum Lauenburg,01053
92,2019/Q1,1.800 €,+0%,1,Herzogtum Lauenburg,01053
93,2019/Q2,1.800 €,+0%,1,Herzogtum Lauenburg,01053
94,2019/Q3,1.900 €,+6%,1,Herzogtum Lauenburg,01053
95,2019/Q4,2.050 €,+8%,1,Herzogtum Lauenburg,01053
96,2020/Q1,2.050 €,+0%,1,Herzogtum Lauenburg,01053
97,2020/Q2,2.100 €,+2%,1,Herzogtum Lauenburg,01053
98,2020/Q3,2.150 €,+2%,1,Herzogtum Lauenburg,01053
99,2018/Q3,1.600 €,-,0,Herzogtum Lauenburg,01053
100,2018/Q4,1.650 €,+3%,0,Herzogtum Lauenburg,01053
101,2019/Q1,1.600 €,-3%,0,Herzogtum Lauenburg,01053
102,2019/Q2,1.650 €,+3%,0,Herzogtum Lauenburg,01053
103,2019/Q3,1.550 €,-6%,0,Herzogtum Lauenburg,01053
104,2019/Q4,1.600 €,+3%,0,Herzogtum Lauenburg,01053
105,2020/Q1,1.650 €,+3%,0,Herzogtum Lauenburg,01053
106,2020/Q2,1.700 €,+3%,0,Herzogtum Lauenburg,01053
107,2020/Q3,1.800 €,+6%,0,Herzogtum Lauenburg,01053
108,2018/Q3,1.700 €,-,1,Nordfriesland,01054
109,2018/Q4,1.700 €,+0%,1,Nordfriesland,01054
110,2019/Q1,1.700 €,+0%,1,Nordfriesland,01054
111,2019/Q2,1.750 €,+3%,1,Nordfriesland,01054
112,2019/Q3,1.850 €,+6%,1,Nordfriesland,01054
113,2019/Q4,1.950 €,+5%,1,Nordfriesland,01054
114,2020/Q1,2.000 €,+3%,1,Nordfriesland,01054
115,2020/Q2,2.150 €,+8%,1,Nordfriesland,01054
116,2020/Q3,2.200 €,+2%,1,Nordfriesland,01054
117,2018/Q3,1.650 €,-,0,Nordfriesland,01054
118,2018/Q4,1.600 €,-3%,0,Nordfriesland,01054
119,2019/Q1,1.650 €,+3%,0,Nordfriesland,01054
120,2019/Q2,1.650 €,+0%,0,Nordfriesland,01054
121,2019/Q3,1.700 €,+3%,0,Nordfriesland,01054
122,2019/Q4,2.000 €,+18%,0,Nordfriesland,01054
123,2020/Q1,2.000 €,+0%,0,Nordfriesland,01054
124,2020/Q2,2.050 €,+3%,0,Nordfriesland,01054
125,2020/Q3,2.050 €,+0%,0,Nordfriesland,01054
126,2018/Q3,1.800 €,-,1,Ostholstein,01055
127,2018/Q4,1.800 €,+0%,1,Ostholstein,01055
128,2019/Q1,1.850 €,+3%,1,Ostholstein,01055
129,2019/Q2,1.800 €,-3%,1,Ostholstein,01055
130,2019/Q3,1.850 €,+3%,1,Ostholstein,01055
131,2019/Q4,1.950 €,+5%,1,Ostholstein,01055
132,2020/Q1,2.000 €,+3%,1,Ostholstein,01055
133,2020/Q2,2.100 €,+5%,1,Ostholstein,01055
134,2020/Q3,2.200 €,+5%,1,Ostholstein,01055
135,2018/Q3,1.650 €,-,0,Ostholstein,01055
136,2018/Q4,1.700 €,+3%,0,Ostholstein,01055
137,2019/Q1,1.750 €,+3%,0,Ostholstein,01055
138,2019/Q2,1.700 €,-3%,0,Ostholstein,01055
139,2019/Q3,1.750 €,+3%,0,Ostholstein,01055
140,2019/Q4,1.750 €,+0%,0,Ostholstein,01055
141,2020/Q1,1.800 €,+3%,0,Ostholstein,01055
142,2020/Q2,1.900 €,+6%,0,Ostholstein,01055
143,2020/Q3,1.850 €,-3%,0,Ostholstein,01055
144,2018/Q3,2.850 €,-,1,Pinneberg,01056
145,2018/Q4,2.900 €,+2%,1,Pinneberg,01056
146,2019/Q1,2.900 €,+0%,1,Pinneberg,01056
147,2019/Q2,3.000 €,+3%,1,Pinneberg,01056
148,2019/Q3,3.050 €,+2%,1,Pinneberg,01056
149,2019/Q4,3.150 €,+3%,1,Pinneberg,01056
150,2020/Q1,3.250 €,+3%,1,Pinneberg,01056
151,2020/Q2,3.400 €,+5%,1,Pinneberg,01056
152,2020/Q3,3.450 €,+1%,1,Pinneberg,01056
153,2018/Q3,2.100 €,-,0,Pinneberg,01056
154,2018/Q4,2.100 €,+0%,0,Pinneberg,01056
155,2019/Q1,2.150 €,+2%,0,Pinneberg,01056
156,2019/Q2,2.200 €,+2%,0,Pinneberg,01056
157,2019/Q3,2.250 €,+2%,0,Pinneberg,01056
158,2019/Q4,2.400 €,+7%,0,Pinneberg,01056
159,2020/Q1,2.450 €,+2%,0,Pinneberg,01056
160,2020/Q2,2.500 €,+2%,0,Pinneberg,01056
161,2020/Q3,2.550 €,+2%,0,Pinneberg,01056
162,2018/Q3,1.950 €,-,1,Plön,01057
163,2018/Q4,2.050 €,+5%,1,Plön,01057
164,2019/Q1,2.100 €,+2%,1,Plön,01057
165,2019/Q2,2.100 €,+0%,1,Plön,01057
166,2019/Q3,2.150 €,+2%,1,Plön,01057
167,2019/Q4,2.150 €,+0%,1,Plön,01057
168,2020/Q1,2.200 €,+2%,1,Plön,01057
169,2020/Q2,2.250 €,+2%,1,Plön,01057
170,2020/Q3,2.300 €,+2%,1,Plön,01057
171,2018/Q3,1.500 €,-,0,Plön,01057
172,2018/Q4,1.500 €,+0%,0,Plön,01057
173,2019/Q1,1.500 €,+0%,0,Plön,01057
174,2019/Q2,1.550 €,+3%,0,Plön,01057
175,2019/Q3,1.600 €,+3%,0,Plön,01057
176,2019/Q4,1.700 €,+6%,0,Plön,01057
177,2020/Q1,1.650 €,-3%,0,Plön,01057
178,2020/Q2,1.800 €,+9%,0,Plön,01057
179,2020/Q3,1.850 €,+3%,0,Plön,01057
180,2018/Q3,1.700 €,-,1,Rendsburg-Eckernförde,01058
181,2018/Q4,1.700 €,+0%,1,Rendsburg-Eckernförde,01058
182,2019/Q1,1.750 €,+3%,1,Rendsburg-Eckernförde,01058
183,2019/Q2,1.700 €,-3%,1,Rendsburg-Eckernförde,01058
184,2019/Q3,1.700 €,+0%,1,Rendsburg-Eckernförde,01058
185,2019/Q4,1.850 €,+9%,1,Rendsburg-Eckernförde,01058
186,2020/Q1,2.000 €,+8%,1,Rendsburg-Eckernförde,01058
187,2020/Q2,2.050 €,+3%,1,Rendsburg-Eckernförde,01058
188,2020/Q3,2.100 €,+2%,1,Rendsburg-Eckernförde,01058
189,2018/Q3,1.550 €,-,0,Rendsburg-Eckernförde,01058
190,2018/Q4,1.550 €,+0%,0,Rendsburg-Eckernförde,01058
191,2019/Q1,1.550 €,+0%,0,Rendsburg-Eckernförde,01058
192,2019/Q2,1.550 €,+0%,0,Rendsburg-Eckernförde,01058
193,2019/Q3,1.550 €,+0%,0,Rendsburg-Eckernförde,01058
194,2019/Q4,1.550 €,+0%,0,Rendsburg-Eckernförde,01058
195,2020/Q1,1.600 €,+3%,0,Rendsburg-Eckernförde,01058
196,2020/Q2,1.700 €,+6%,0,Rendsburg-Eckernförde,01058
197,2020/Q3,1.750 €,+3%,0,Rendsburg-Eckernförde,01058
198,2018/Q3,1.350 €,-,1,Schleswig-Flensburg,01059
199,2018/Q4,1.350 €,+0%,1,Schleswig-Flensburg,01059
200,2019/Q1,1.350 €,+0%,1,Schleswig-Flensburg,01059
201,2019/Q2,1.350 €,+0%,1,Schleswig-Flensburg,01059
202,2019/Q3,1.400 €,+4%,1,Schleswig-Flensburg,01059
203,2019/Q4,1.450 €,+4%,1,Schleswig-Flensburg,01059
204,2020/Q1,1.500 €,+3%,1,Schleswig-Flensburg,01059
205,2020/Q2,1.500 €,+0%,1,Schleswig-Flensburg,01059
206,2020/Q3,1.550 €,+3%,1,Schleswig-Flensburg,01059
207,2018/Q3,1.450 €,-,0,Schleswig-Flensburg,01059
208,2018/Q4,1.450 €,+0%,0,Schleswig-Flensburg,01059
209,2019/Q1,1.450 €,+0%,0,Schleswig-Flensburg,01059
210,2019/Q2,1.400 €,-3%,0,Schleswig-Flensburg,01059
211,2019/Q3,1.500 €,+7%,0,Schleswig-Flensburg,01059
212,2019/Q4,1.550 €,+3%,0,Schleswig-Flensburg,01059
213,2020/Q1,1.550 €,+0%,0,Schleswig-Flensburg,01059
214,2020/Q2,1.650 €,+6%,0,Schleswig-Flensburg,01059
215,2020/Q3,1.650 €,+0%,0,Schleswig-Flensburg,01059
216,2018/Q3,1.950 €,-,1,Segeberg,01060
217,2018/Q4,2.000 €,+3%,1,Segeberg,01060
218,2019/Q1,2.000 €,+0%,1,Segeberg,01060
219,2019/Q2,2.000 €,+0%,1,Segeberg,01060
220,2019/Q3,2.000 €,+0%,1,Segeberg,01060
221,2019/Q4,2.100 €,+5%,1,Segeberg,01060
222,2020/Q1,2.150 €,+2%,1,Segeberg,01060
223,2020/Q2,2.250 €,+5%,1,Segeberg,01060
224,2020/Q3,2.250 €,+0%,1,Segeberg,01060
225,2018/Q3,1.600 €,-,0,Segeberg,01060
226,2018/Q4,1.600 €,+0%,0,Segeberg,01060
227,2019/Q1,1.600 €,+0%,0,Segeberg,01060
228,2019/Q2,1.600 €,+0%,0,Segeberg,01060
229,2019/Q3,1.650 €,+3%,0,Segeberg,01060
230,2019/Q4,1.700 €,+3%,0,Segeberg,01060
231,2020/Q1,1.750 €,+3%,0,Segeberg,01060
232,2020/Q2,1.750 €,+0%,0,Segeberg,01060
233,2020/Q3,1.750 €,+0%,0,Segeberg,01060
234,2018/Q3,1.400 €,-,1,Steinburg,01061
235,2018/Q4,1.450 €,+4%,1,Steinburg,01061
236,2019/Q1,1.450 €,+0%,1,Steinburg,01061
237,2019/Q2,1.450 €,+0%,1,Steinburg,01061
238,2019/Q3,1.500 €,+3%,1,Steinburg,01061
239,2019/Q4,1.650 €,+10%,1,Steinburg,01061
240,2020/Q1,1.650 €,+0%,1,Steinburg,01061
241,2020/Q2,1.700 €,+3%,1,Steinburg,01061
242,2020/Q3,1.700 €,+0%,1,Steinburg,01061
243,2018/Q3,1.550 €,-,0,Steinburg,01061
244,2018/Q4,1.550 €,+0%,0,Steinburg,01061
245,2019/Q1,1.450 €,-6%,0,Steinburg,01061
246,2019/Q2,1.450 €,+0%,0,Steinburg,01061
247,2019/Q3,1.350 €,-7%,0,Steinburg,01061
248,2019/Q4,1.400 €,+4%,0,Steinburg,01061
249,2020/Q1,1.400 €,+0%,0,Steinburg,01061
250,2020/Q2,1.500 €,+7%,0,Steinburg,01061
251,2020/Q3,1.500 €,+0%,0,Steinburg,01061
252,2018/Q3,2.200 €,-,1,Stormarn,01062
253,2018/Q4,2.300 €,+5%,1,Stormarn,01062
254,2019/Q1,2.350 €,+2%,1,Stormarn,01062
255,2019/Q2,2.350 €,+0%,1,Stormarn,01062
256,2019/Q3,2.400 €,+2%,1,Stormarn,01062
257,2019/Q4,2.600 €,+8%,1,Stormarn,01062
258,2020/Q1,2.600 €,+0%,1,Stormarn,01062
259,2020/Q2,2.550 €,-2%,1,Stormarn,01062
260,2020/Q3,2.500 €,-2%,1,Stormarn,01062
261,2018/Q3,2.850 €,-,0,Stormarn,01062
262,2018/Q4,2.850 €,+0%,0,Stormarn,01062
263,2019/Q1,2.850 €,+0%,0,Stormarn,01062
264,2019/Q2,2.900 €,+2%,0,Stormarn,01062
265,2019/Q3,2.800 €,-3%,0,Stormarn,01062
266,2019/Q4,2.950 €,+5%,0,Stormarn,01062
267,2020/Q1,3.100 €,+5%,0,Stormarn,01062
268,2020/Q2,3.250 €,+5%,0,Stormarn,01062
269,2020/Q3,3.050 €,-6%,0,Stormarn,01062
270,2018/Q3,3.900 €,-,1,Hamburg,02000
271,2018/Q4,3.950 €,+1%,1,Hamburg,02000
272,2019/Q1,3.950 €,+0%,1,Hamburg,02000
273,2019/Q2,3.950 €,+0%,1,Hamburg,02000
274,2019/Q3,3.900 €,-1%,1,Hamburg,02000
275,2019/Q4,4.050 €,+4%,1,Hamburg,02000
276,2020/Q1,4.100 €,+1%,1,Hamburg,02000
277,2020/Q2,4.200 €,+2%,1,Hamburg,02000
278,2020/Q3,4.300 €,+2%,1,Hamburg,02000
279,2018/Q3,4.000 €,-,0,Hamburg,02000
280,2018/Q4,4.050 €,+1%,0,Hamburg,02000
281,2019/Q1,4.200 €,+4%,0,Hamburg,02000
282,2019/Q2,4.300 €,+2%,0,Hamburg,02000
283,2019/Q3,4.200 €,-2%,0,Hamburg,02000
284,2019/Q4,4.300 €,+2%,0,Hamburg,02000
285,2020/Q1,4.350 €,+1%,0,Hamburg,02000
286,2020/Q2,4.500 €,+3%,0,Hamburg,02000
287,2020/Q3,4.550 €,+1%,0,Hamburg,02000
288,2018/Q3,2.400 €,-,1,Braunschweig,03101
289,2018/Q4,2.400 €,+0%,1,Braunschweig,03101
290,2019/Q1,2.450 €,+2%,1,Braunschweig,03101
291,2019/Q2,2.450 €,+0%,1,Braunschweig,03101
292,2019/Q3,2.450 €,+0%,1,Braunschweig,03101
293,2019/Q4,2.600 €,+6%,1,Braunschweig,03101
294,2020/Q1,2.600 €,+0%,1,Braunschweig,03101
295,2020/Q2,2.650 €,+2%,1,Braunschweig,03101
296,2020/Q3,2.650 €,+0%,1,Braunschweig,03101
297,2018/Q3,2.150 €,-,0,Braunschweig,03101
298,2018/Q4,2.150 €,+0%,0,Braunschweig,03101
299,2019/Q1,2.250 €,+5%,0,Braunschweig,03101
300,2019/Q2,2.300 €,+2%,0,Braunschweig,03101
301,2019/Q3,2.350 €,+2%,0,Braunschweig,03101
302,2019/Q4,2.450 €,+4%,0,Braunschweig,03101
303,2020/Q1,2.550 €,+4%,0,Braunschweig,03101
304,2020/Q2,2.650 €,+4%,0,Braunschweig,03101
305,2020/Q3,2.700 €,+2%,0,Braunschweig,03101
306,2018/Q3,2.200 €,-,1,Salzgitter,03102
307,2018/Q4,2.300 €,+5%,1,Salzgitter,03102
308,2019/Q1,2.350 €,+2%,1,Salzgitter,03102
309,2019/Q2,2.350 €,+0%,1,Salzgitter,03102
310,2019/Q3,2.400 €,+2%,1,Salzgitter,03102
311,2019/Q4,2.600 €,+8%,1,Salzgitter,03102
312,2020/Q1,2.600 €,+0%,1,Salzgitter,03102
313,2020/Q2,2.550 €,-2%,1,Salzgitter,03102
314,2020/Q3,2.500 €,-2%,1,Salzgitter,03102
315,2018/Q3,2.850 €,-,0,Salzgitter,03102
316,2018/Q4,2.850 €,+0%,0,Salzgitter,03102
317,2019/Q1,2.850 €,+0%,0,Salzgitter,03102
318,2019/Q2,2.900 €,+2%,0,Salzgitter,03102
319,2019/Q3,2.800 €,-3%,0,Salzgitter,03102
320,2019/Q4,2.950 €,+5%,0,Salzgitter,03102
321,2020/Q1,3.100 €,+5%,0,Salzgitter,03102
322,2020/Q2,3.250 €,+5%,0,Salzgitter,03102
323,2020/Q3,3.050 €,-6%,0,Salzgitter,03102
324,2018/Q3,2.450 €,-,1,Wolfsburg,03103
325,2018/Q4,2.450 €,+0%,1,Wolfsburg,03103
326,2019/Q1,2.500 €,+2%,1,Wolfsburg,03103
327,2019/Q2,2.550 €,+2%,1,Wolfsburg,03103
328,2019/Q3,2.500 €,-2%,1,Wolfsburg,03103
329,2019/Q4,2.600 €,+4%,1,Wolfsburg,03103
330,2020/Q1,2.600 €,+0%,1,Wolfsburg,03103
331,2020/Q2,2.600 €,+0%,1,Wolfsburg,03103
332,2020/Q3,2.650 €,+2%,1,Wolfsburg,03103
333,2018/Q3,2.050 €,-,0,Wolfsburg,03103
334,2018/Q4,2.100 €,+2%,0,Wolfsburg,03103
335,2019/Q1,2.150 €,+2%,0,Wolfsburg,03103
336,2019/Q2,2.200 €,+2%,0,Wolfsburg,03103
337,2019/Q3,2.300 €,+5%,0,Wolfsburg,03103
338,2019/Q4,2.300 €,+0%,0,Wolfsburg,03103
339,2020/Q1,2.350 €,+2%,0,Wolfsburg,03103
340,2020/Q2,2.400 €,+2%,0,Wolfsburg,03103
341,2020/Q3,2.450 €,+2%,0,Wolfsburg,03103
342,2018/Q3,2.050 €,-,1,Gifhorn,03151
343,2018/Q4,2.100 €,+2%,1,Gifhorn,03151
344,2019/Q1,2.150 €,+2%,1,Gifhorn,03151
345,2019/Q2,2.150 €,+0%,1,Gifhorn,03151
346,2019/Q3,2.050 €,-5%,1,Gifhorn,03151
347,2019/Q4,2.150 €,+5%,1,Gifhorn,03151
348,2020/Q1,2.200 €,+2%,1,Gifhorn,03151
349,2020/Q2,2.200 €,+0%,1,Gifhorn,03151
350,2020/Q3,2.300 €,+5%,1,Gifhorn,03151
351,2018/Q3,2.100 €,-,0,Gifhorn,03151
352,2018/Q4,2.050 €,-2%,0,Gifhorn,03151
353,2019/Q1,2.050 €,+0%,0,Gifhorn,03151
354,2019/Q2,2.050 €,+0%,0,Gifhorn,03151
355,2019/Q3,2.000 €,-2%,0,Gifhorn,03151
356,2019/Q4,2.000 €,+0%,0,Gifhorn,03151
357,2020/Q1,2.050 €,+3%,0,Gifhorn,03151
358,2020/Q2,2.150 €,+5%,0,Gifhorn,03151
359,2020/Q3,2.250 €,+5%,0,Gifhorn,03151
360,2018/Q3,1.000 €,-,1,Goslar,03153
361,2018/Q4,1.000 €,+0%,1,Goslar,03153
362,2019/Q1,1.000 €,+0%,1,Goslar,03153
363,2019/Q2,1.000 €,+0%,1,Goslar,03153
364,2019/Q3,1.000 €,+0%,1,Goslar,03153
365,2019/Q4,1.100 €,+10%,1,Goslar,03153
366,2020/Q1,1.150 €,+5%,1,Goslar,03153
367,2020/Q2,1.200 €,+4%,1,Goslar,03153
368,2020/Q3,1.250 €,+4%,1,Goslar,03153
369,2018/Q3,850 €,-,0,Goslar,03153
370,2018/Q4,850 €,+0%,0,Goslar,03153
371,2019/Q1,850 €,+0%,0,Goslar,03153
372,2019/Q2,900 €,+6%,0,Goslar,03153
373,2019/Q3,900 €,+0%,0,Goslar,03153
374,2019/Q4,900 €,+0%,0,Goslar,03153
375,2020/Q1,900 €,+0%,0,Goslar,03153
376,2020/Q2,950 €,+6%,0,Goslar,03153
377,2020/Q3,950 €,+0%,0,Goslar,03153
378,2018/Q3,1.150 €,-,1,Helmstedt,03154
379,2018/Q4,1.100 €,-4%,1,Helmstedt,03154
380,2019/Q1,1.100 €,+0%,1,Helmstedt,03154
381,2019/Q2,1.050 €,-5%,1,Helmstedt,03154
382,2019/Q3,1.150 €,+10%,1,Helmstedt,03154
383,2019/Q4,1.200 €,+4%,1,Helmstedt,03154
384,2020/Q1,1.250 €,+4%,1,Helmstedt,03154
385,2020/Q2,1.100 €,-12%,1,Helmstedt,03154
386,2020/Q3,1.150 €,+5%,1,Helmstedt,03154
387,2018/Q3,1.000 €,-,0,Helmstedt,03154
388,2018/Q4,950 €,-5%,0,Helmstedt,03154
389,2019/Q1,1.000 €,+5%,0,Helmstedt,03154
390,2019/Q2,1.000 €,+0%,0,Helmstedt,03154
391,2019/Q3,900 €,-10%,0,Helmstedt,03154
392,2019/Q4,950 €,+6%,0,Helmstedt,03154
393,2020/Q1,950 €,+0%,0,Helmstedt,03154
394,2020/Q2,1.000 €,+5%,0,Helmstedt,03154
395,2020/Q3,1.000 €,+0%,0,Helmstedt,03154
396,2018/Q3,1.050 €,-,1,Northeim,03155
397,2018/Q4,1.050 €,+0%,1,Northeim,03155
398,2019/Q1,1.050 €,+0%,1,Northeim,03155
399,2019/Q2,1.000 €,-5%,1,Northeim,03155
400,2019/Q3,950 €,-5%,1,Northeim,03155
401,2019/Q4,1.000 €,+5%,1,Northeim,03155
402,2020/Q1,1.100 €,+10%,1,Northeim,03155
403,2020/Q2,1.100 €,+0%,1,Northeim,03155
404,2020/Q3,1.150 €,+5%,1,Northeim,03155
405,2018/Q3,1.200 €,-,0,Northeim,03155
406,2018/Q4,1.250 €,+4%,0,Northeim,03155
407,2019/Q1,1.200 €,-4%,0,Northeim,03155
408,2019/Q2,1.150 €,-4%,0,Northeim,03155
409,2019/Q3,1.200 €,+4%,0,Northeim,03155
410,2019/Q4,1.150 €,-4%,0,Northeim,03155
411,2020/Q1,1.150 €,+0%,0,Northeim,03155
412,2020/Q2,1.200 €,+4%,0,Northeim,03155
413,2020/Q3,1.200 €,+0%,0,Northeim,03155
414,2018/Q3,1.350 €,-,1,Peine,03157
415,2018/Q4,1.350 €,+0%,1,Peine,03157
416,2019/Q1,1.400 €,+4%,1,Peine,03157
417,2019/Q2,1.400 €,+0%,1,Peine,03157
418,2019/Q3,1.450 €,+4%,1,Peine,03157
419,2019/Q4,1.550 €,+7%,1,Peine,03157
420,2020/Q1,1.550 €,+0%,1,Peine,03157
421,2020/Q2,1.550 €,+0%,1,Peine,03157
422,2020/Q3,1.600 €,+3%,1,Peine,03157
423,2018/Q3,1.250 €,-,0,Peine,03157
424,2018/Q4,1.200 €,-4%,0,Peine,03157
425,2019/Q1,1.300 €,+8%,0,Peine,03157
426,2019/Q2,1.250 €,-4%,0,Peine,03157
427,2019/Q3,1.250 €,+0%,0,Peine,03157
428,2019/Q4,1.250 €,+0%,0,Peine,03157
429,2020/Q1,1.300 €,+4%,0,Peine,03157
430,2020/Q2,1.300 €,+0%,0,Peine,03157
431,2020/Q3,1.300 €,+0%,0,Peine,03157
432,2018/Q3,2.050 €,-,1,Wolfenbüttel,03158
433,2018/Q4,2.050 €,+0%,1,Wolfenbüttel,03158
434,2019/Q1,2.100 €,+2%,1,Wolfenbüttel,03158
435,2019/Q2,2.100 €,+0%,1,Wolfenbüttel,03158
436,2019/Q3,2.050 €,-2%,1,Wolfenbüttel,03158
437,2019/Q4,2.100 €,+2%,1,Wolfenbüttel,03158
438,2020/Q1,2.150 €,+2%,1,Wolfenbüttel,03158
439,2020/Q2,2.200 €,+2%,1,Wolfenbüttel,03158
440,2020/Q3,2.250 €,+2%,1,Wolfenbüttel,03158
441,2018/Q3,1.450 €,-,0,Wolfenbüttel,03158
442,2018/Q4,1.500 €,+3%,0,Wolfenbüttel,03158
443,2019/Q1,1.500 €,+0%,0,Wolfenbüttel,03158
444,2019/Q2,1.550 €,+3%,0,Wolfenbüttel,03158
445,2019/Q3,1.600 €,+3%,0,Wolfenbüttel,03158
446,2019/Q4,1.600 €,+0%,0,Wolfenbüttel,03158
447,2020/Q1,1.650 €,+3%,0,Wolfenbüttel,03158
448,2020/Q2,1.750 €,+6%,0,Wolfenbüttel,03158
449,2020/Q3,1.800 €,+3%,0,Wolfenbüttel,03158
450,2018/Q3,2.500 €,-,1,Göttingen,03159
451,2018/Q4,2.450 €,-2%,1,Göttingen,03159
